uid,instance_seed,n_agents,dep_mode,size,n_obstacles,couple_prob,couple_dist,method,status,team_time,flow_time,distance,wait,valid,agent_clearance,obstacle_clearance,dep_violations,n_switches,runtime_s,lower_bound,ratio_to_bound,git_commit,planner_seed,timeout_s,n_modes,n_feasible_modes,chosen_is_fastest_feasible,note,n_amax_violations,n_amax_viol_stop,n_amax_viol_block,n_amax_viol_snap,n_amax_viol_project,n_project_active,n_blocked,max_accel,phys_fp
n2_chain_c42bb4a6,2,2,chain,8.0,4-6,0.0,0.55,sequential,ok,15.8,20.9,15.829,5.1,True,0.7629,0.3974,0,,0.006,11.9,1.3277,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_c42bb4a6,2,2,chain,8.0,4-6,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,18.0,24.0,13.229,10.602,False,1.1104,0.3251,0,1,3.478,11.9,1.5126,fb5c257,0,300.0,16,16,True,deadlock: no team progress,7,2,4,1,0,70,4,12.0,2070da06d4a0
n2_chain_78a396e2,8,2,chain,8.0,2-3,1.0,0.55,wm_planner,ok,17.2,31.0,22.531,9.601,True,0.9323,0.3213,0,4,4.468,12.1,1.4215,fb5c257,1,300.0,16,16,True,,5,2,3,0,0,90,3,12.0,2070da06d4a0
n2_chain_f6ec0587,0,2,chain,8.0,4-6,0.0,0.55,lower_bound,ok,11.8,,,,,,,,,0.0,11.8,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_f6ec0587,0,2,chain,8.0,4-6,0.0,0.55,sequential,no_solution,,,,,,,,,,,11.8,,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_f6ec0587,0,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,13.9,25.5,17.876,8.336,True,1.1735,0.3217,0,2,3.742,11.8,1.178,fb5c257,0,300.0,16,16,True,,7,2,2,3,0,101,2,11.0248,2070da06d4a0
n2_chain_c42bb4a6,2,2,chain,8.0,4-6,0.0,0.55,wm_planner,unfinished:deadlock: no team progress,18.0,24.1,13.344,10.64,False,1.1287,0.3204,0,3,3.253,11.9,1.5126,fb5c257,2,300.0,16,16,True,deadlock: no team progress,5,2,2,1,0,73,2,12.0,2070da06d4a0
n2_chain_0df40746,6,2,chain,8.0,4-6,0.0,0.55,lower_bound,ok,7.8,,,,,,,,,0.0,7.8,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_0df40746,6,2,chain,8.0,4-6,0.0,0.55,sequential,ok,12.9,18.0,11.851,5.1,True,3.4504,0.4604,0,,0.004,7.8,1.6538,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_0df40746,6,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,8.8,15.1,12.078,2.351,True,2.6094,0.4307,0,1,1.351,7.8,1.1282,fb5c257,0,300.0,16,16,True,,4,2,0,2,0,69,0,9.4799,2070da06d4a0
n2_chain_23cd6768,3,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,12.6,22.3,14.186,8.598,True,1.4541,0.3574,0,4,2.4,9.9,1.2727,fb5c257,1,300.0,16,16,False,,5,2,1,2,0,59,1,12.0,2070da06d4a0
n2_chain_23cd6768,3,2,chain,8.0,4-6,0.0,0.55,lower_bound,ok,9.9,,,,,,,,,0.0,9.9,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_23cd6768,3,2,chain,8.0,4-6,0.0,0.55,sequential,no_solution,,,,,,,,,,,9.9,,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_23cd6768,3,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,11.9,20.6,14.373,6.773,True,1.2072,0.3577,0,7,2.209,9.9,1.202,fb5c257,0,300.0,16,16,True,,4,2,1,1,0,77,1,12.0,2070da06d4a0
n2_chain_02d7ec57,4,2,chain,8.0,4-6,0.0,0.55,lower_bound,ok,10.7,,,,,,,,,0.0,10.7,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_02d7ec57,4,2,chain,8.0,4-6,0.0,0.55,sequential,ok,18.3,29.0,17.875,10.7,True,5.0304,0.4259,0,,0.005,10.7,1.7103,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_02d7ec57,4,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,11.9,23.1,18.595,4.538,True,4.0939,0.3342,0,0,2.144,10.7,1.1121,fb5c257,0,300.0,16,16,True,,3,1,1,1,0,122,1,12.0,2070da06d4a0
n2_chain_0df40746,6,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,8.8,15.3,12.307,2.335,True,2.6094,0.4307,0,1,1.959,7.8,1.1282,fb5c257,1,300.0,16,16,True,,4,2,0,2,0,69,0,9.4799,2070da06d4a0
n2_chain_02d7ec57,4,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,11.9,23.1,18.595,4.538,True,4.0939,0.3342,0,0,2.515,10.7,1.1121,fb5c257,2,300.0,16,16,True,,3,1,1,1,0,122,1,12.0,2070da06d4a0
n2_chain_23cd6768,3,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,11.9,20.9,14.041,7.318,True,1.4539,0.3574,0,5,2.937,9.9,1.202,fb5c257,2,300.0,16,16,True,,6,2,1,3,0,64,1,12.0,2070da06d4a0
n2_chain_02d7ec57,4,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,11.9,23.1,18.595,4.538,True,4.0939,0.3342,0,0,2.968,10.7,1.1121,fb5c257,1,300.0,16,16,True,,3,1,1,1,0,122,1,12.0,2070da06d4a0
n2_chain_0df40746,6,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,8.8,15.1,12.078,2.351,True,2.6094,0.4307,0,1,1.876,7.8,1.1282,fb5c257,2,300.0,16,16,True,,4,2,0,2,0,69,0,9.4799,2070da06d4a0
n2_chain_1ab9d9ae,5,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,18.6,29.3,18.042,11.208,True,2.7986,0.3207,0,3,2.81,15.4,1.2078,fb5c257,1,300.0,16,16,True,,5,2,1,2,0,111,1,9.3949,2070da06d4a0
n2_chain_1ab9d9ae,5,2,chain,8.0,4-6,0.0,0.55,lower_bound,ok,15.4,,,,,,,,,0.0,15.4,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_1ab9d9ae,5,2,chain,8.0,4-6,0.0,0.55,sequential,ok,17.0,25.7,16.388,8.7,True,2.8221,0.3846,0,,0.005,15.4,1.1039,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_1ab9d9ae,5,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,18.3,28.5,16.986,11.305,True,2.7986,0.3207,0,4,3.04,15.4,1.1883,fb5c257,0,300.0,16,16,True,,4,2,1,1,0,93,1,9.3949,2070da06d4a0
n2_chain_cc71d41d,8,2,chain,8.0,4-6,0.0,0.55,lower_bound,ok,9.5,,,,,,,,,0.0,9.5,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_cc71d41d,8,2,chain,8.0,4-6,0.0,0.55,sequential,ok,12.4,17.0,12.2,4.6,True,0.9439,0.3824,0,,0.004,9.5,1.3053,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_cc71d41d,8,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,12.4,17.3,12.945,4.654,True,0.9281,0.3245,0,1,1.75,9.5,1.3053,fb5c257,0,300.0,16,16,True,,5,2,2,1,0,66,2,12.0,2070da06d4a0
n2_chain_b60bf26e,7,2,chain,8.0,4-6,0.0,0.55,lower_bound,ok,13.2,,,,,,,,,0.0,13.2,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_b60bf26e,7,2,chain,8.0,4-6,0.0,0.55,sequential,ok,19.9,26.6,20.674,6.7,True,2.1357,0.3519,0,,0.006,13.2,1.5076,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_b60bf26e,7,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,15.7,23.3,21.993,2.671,True,2.2088,0.3217,0,1,2.428,13.2,1.1894,fb5c257,0,300.0,16,16,True,,4,0,0,4,0,146,0,4.3417,2070da06d4a0
n2_chain_cc71d41d,8,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,12.3,17.3,12.816,4.788,True,0.9219,0.3221,0,3,1.797,9.5,1.2947,fb5c257,2,300.0,16,16,True,,4,2,2,0,0,55,2,12.0,2070da06d4a0
n2_chain_cc71d41d,8,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,12.2,17.6,12.833,5.074,True,0.9485,0.3245,0,5,1.848,9.5,1.2842,fb5c257,1,300.0,16,16,True,,3,2,1,0,0,47,1,8.494,2070da06d4a0
n2_chain_e453c916,9,2,chain,8.0,4-6,0.0,0.55,lower_bound,ok,9.4,,,,,,,,,0.0,9.4,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_e453c916,9,2,chain,8.0,4-6,0.0,0.55,sequential,ok,16.7,24.4,16.919,7.7,True,1.3764,0.3822,0,,0.005,9.4,1.7766,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_e453c916,9,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,11.6,20.7,17.878,3.494,True,2.0357,0.321,0,2,2.079,9.4,1.234,fb5c257,0,300.0,16,16,True,,4,2,2,0,0,106,2,12.0,2070da06d4a0
n2_chain_b60bf26e,7,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,15.7,23.3,21.993,2.671,True,2.2088,0.3217,0,1,2.851,13.2,1.1894,fb5c257,1,300.0,16,16,True,,4,0,0,4,0,146,0,4.3417,2070da06d4a0
n2_chain_b60bf26e,7,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,15.7,23.3,21.993,2.671,True,2.2088,0.3217,0,1,2.639,13.2,1.1894,fb5c257,2,300.0,16,16,True,,4,0,0,4,0,146,0,4.3417,2070da06d4a0
n2_chain_1ab9d9ae,5,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,18.3,28.5,16.986,11.305,True,2.7986,0.3207,0,4,4.131,15.4,1.1883,fb5c257,2,300.0,16,16,True,,4,2,1,1,0,93,1,9.3949,2070da06d4a0
n2_chain_1659db46,0,2,chain,8.0,4-6,1.0,0.55,lower_bound,ok,11.8,,,,,,,,,0.0,11.8,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_1659db46,0,2,chain,8.0,4-6,1.0,0.55,sequential,no_solution,,,,,,,,,,,11.8,,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_1659db46,0,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,13.9,20.7,17.718,3.267,True,1.1493,0.3217,0,2,2.234,11.8,1.178,fb5c257,0,300.0,16,16,True,,6,2,1,3,0,103,1,9.4887,2070da06d4a0
n2_chain_e453c916,9,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,11.5,20.2,17.821,3.055,True,2.0496,0.3201,0,2,2.536,9.4,1.2234,fb5c257,1,300.0,16,16,True,,6,2,2,2,0,107,2,12.0,2070da06d4a0
n2_chain_310849fd,1,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,10.7,18.7,17.587,1.765,True,1.1164,0.3774,0,0,1.782,9.9,1.0808,fb5c257,1,300.0,16,16,True,,3,2,0,1,0,121,0,11.5296,2070da06d4a0
n2_chain_310849fd,1,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,10.7,18.7,17.587,1.765,True,1.1164,0.3774,0,0,1.804,9.9,1.0808,fb5c257,2,300.0,16,16,True,,3,2,0,1,0,121,0,11.5296,2070da06d4a0
n2_chain_e453c916,9,2,chain,8.0,4-6,0.0,0.55,wm_planner,ok,11.3,20.1,17.651,3.104,True,0.9312,0.3248,0,2,2.733,9.4,1.2021,fb5c257,2,300.0,16,16,True,,6,2,2,2,0,108,2,11.6682,2070da06d4a0
n2_chain_310849fd,1,2,chain,8.0,4-6,1.0,0.55,lower_bound,ok,9.9,,,,,,,,,0.0,9.9,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_310849fd,1,2,chain,8.0,4-6,1.0,0.55,sequential,ok,17.1,24.3,17.341,7.2,True,3.7735,0.3913,0,,0.005,9.9,1.7273,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_310849fd,1,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,10.7,18.7,17.587,1.765,True,1.1164,0.3774,0,0,2.406,9.9,1.0808,fb5c257,0,300.0,16,16,True,,3,2,0,1,0,121,0,11.5296,2070da06d4a0
n2_chain_1659db46,0,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,13.9,21.4,17.806,3.857,True,1.2121,0.3217,0,3,2.82,11.8,1.178,fb5c257,1,300.0,16,16,True,,4,2,1,1,0,89,1,9.4887,2070da06d4a0
n2_chain_1659db46,0,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,14.5,21.6,17.987,3.973,True,1.006,0.3217,0,2,2.977,11.8,1.2288,fb5c257,2,300.0,16,16,True,,6,2,2,2,0,100,2,9.4887,2070da06d4a0
n2_chain_ad20fe6a,2,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,11.8,23.2,17.032,6.281,True,0.9835,0.3492,0,4,2.358,7.7,1.5325,fb5c257,1,300.0,16,16,True,,4,2,1,1,0,69,1,9.0,2070da06d4a0
n2_chain_ad20fe6a,2,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,11.7,23.1,17.129,6.1,True,0.9606,0.3492,0,2,2.468,7.7,1.5195,fb5c257,2,300.0,16,16,True,,4,2,1,1,0,80,1,12.0,2070da06d4a0
n2_chain_96b21b0c,4,2,chain,8.0,4-6,1.0,0.55,lower_bound,ok,9.9,,,,,,,,,0.0,9.9,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_96b21b0c,4,2,chain,8.0,4-6,1.0,0.55,sequential,ok,17.5,27.4,17.875,9.9,True,5.0304,0.4259,0,,0.006,9.9,1.7677,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_96b21b0c,4,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,11.1,21.5,18.595,3.738,True,4.0939,0.3342,0,0,2.257,9.9,1.1212,fb5c257,0,300.0,16,16,True,,3,1,1,1,0,122,1,12.0,2070da06d4a0
n2_chain_ad20fe6a,2,2,chain,8.0,4-6,1.0,0.55,lower_bound,ok,7.7,,,,,,,,,0.0,7.7,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_ad20fe6a,2,2,chain,8.0,4-6,1.0,0.55,sequential,ok,13.2,20.9,12.352,7.7,True,3.0951,0.421,0,,0.004,7.7,1.7143,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_ad20fe6a,2,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,11.6,22.9,16.684,6.279,True,0.9302,0.3857,0,5,3.206,7.7,1.5065,fb5c257,0,300.0,16,16,True,,5,2,1,2,0,67,1,9.2188,2070da06d4a0
n2_chain_b7b3274d,3,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,16.2,25.6,23.26,4.354,True,0.9217,0.3636,0,5,2.805,12.9,1.2558,fb5c257,1,300.0,16,16,True,,5,2,1,2,0,113,1,12.0,2070da06d4a0
n2_chain_96b21b0c,4,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,11.1,21.5,18.595,3.738,True,4.0939,0.3342,0,0,2.26,9.9,1.1212,fb5c257,2,300.0,16,16,True,,3,1,1,1,0,122,1,12.0,2070da06d4a0
n2_chain_96b21b0c,4,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,11.1,21.5,18.595,3.738,True,4.0939,0.3342,0,0,2.546,9.9,1.1212,fb5c257,1,300.0,16,16,True,,3,1,1,1,0,122,1,12.0,2070da06d4a0
n2_chain_b7b3274d,3,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,15.3,25.2,22.578,4.527,True,0.9056,0.3237,0,4,3.568,12.9,1.186,fb5c257,2,300.0,16,16,True,,6,2,1,3,0,116,1,12.0,2070da06d4a0
n2_chain_037af541,6,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,11.0,20.1,15.715,4.717,True,0.807,0.4315,0,3,1.992,8.9,1.236,fb5c257,2,300.0,16,16,True,,5,2,2,1,0,80,2,11.9883,2070da06d4a0
n2_chain_ff7df9a1,5,2,chain,8.0,4-6,1.0,0.55,wm_planner,unfinished:deadlock: no team progress,12.0,24.0,7.081,18.099,False,0.7002,0.3223,0,0,3.2,12.5,0.96,fb5c257,1,300.0,16,16,False,deadlock: no team progress,4,0,2,0,2,99,2,9.0,2070da06d4a0
n2_chain_a0835bea,8,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,8.6,14.6,12.857,2.392,True,0.9224,0.4315,0,3,1.475,7.5,1.1467,fb5c257,1,300.0,16,16,True,,5,2,0,3,0,72,0,8.4076,2070da06d4a0
n2_chain_037af541,6,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,12.9,22.8,17.214,6.143,True,0.9202,0.4316,0,3,2.945,8.9,1.4494,fb5c257,1,300.0,16,16,True,,3,2,0,1,0,72,0,9.559,2070da06d4a0
n2_chain_037af541,6,2,chain,8.0,4-6,1.0,0.55,lower_bound,ok,8.9,,,,,,,,,0.0,8.9,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_037af541,6,2,chain,8.0,4-6,1.0,0.55,sequential,ok,14.0,21.4,13.702,7.4,True,2.2414,0.4604,0,,0.006,8.9,1.573,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_037af541,6,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,13.2,23.2,18.102,5.8,True,0.9202,0.4346,0,2,3.365,8.9,1.4831,fb5c257,0,300.0,16,16,True,,3,2,1,0,0,81,1,12.0,2070da06d4a0
n2_chain_b7b3274d,3,2,chain,8.0,4-6,1.0,0.55,lower_bound,ok,12.9,,,,,,,,,0.0,12.9,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_b7b3274d,3,2,chain,8.0,4-6,1.0,0.55,sequential,no_solution,,,,,,,,,,,12.9,,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_b7b3274d,3,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,17.1,27.3,24.034,5.418,True,0.9212,0.3225,0,5,4.273,12.9,1.3256,fb5c257,0,300.0,16,16,True,,4,1,3,0,0,122,3,12.0,2070da06d4a0
n2_chain_a0835bea,8,2,chain,8.0,4-6,1.0,0.55,lower_bound,ok,7.5,,,,,,,,,0.0,7.5,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_a0835bea,8,2,chain,8.0,4-6,1.0,0.55,sequential,ok,12.1,19.6,12.419,7.5,True,3.3213,0.3895,0,,0.005,7.5,1.6133,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_a0835bea,8,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,8.4,14.0,12.784,1.929,True,0.9269,0.4306,0,3,2.069,7.5,1.12,fb5c257,0,300.0,16,16,True,,4,2,0,2,0,63,0,10.401,2070da06d4a0
n2_chain_17c11878,7,2,chain,8.0,4-6,1.0,0.55,lower_bound,ok,13.6,,,,,,,,,0.0,13.6,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_17c11878,7,2,chain,8.0,4-6,1.0,0.55,sequential,ok,18.3,31.9,17.87,13.6,True,0.9635,0.3519,0,,0.006,13.6,1.3456,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_17c11878,7,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,16.2,32.1,20.442,11.992,True,0.9226,0.3216,0,3,3.091,13.6,1.1912,fb5c257,0,300.0,16,16,True,,7,2,2,3,0,124,2,12.0,2070da06d4a0
n2_chain_ff7df9a1,5,2,chain,8.0,4-6,1.0,0.55,lower_bound,ok,12.5,,,,,,,,,0.0,12.5,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_ff7df9a1,5,2,chain,8.0,4-6,1.0,0.55,sequential,no_solution,,,,,,,,,,,12.5,,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_ff7df9a1,5,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,20.2,36.9,25.307,14.288,True,0.9216,0.3223,0,1,4.127,12.5,1.616,fb5c257,0,300.0,16,16,True,,4,2,2,0,0,136,2,12.0,2070da06d4a0
n2_chain_17c11878,7,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,16.2,31.8,20.307,11.803,True,0.9228,0.3216,0,5,3.227,13.6,1.1912,fb5c257,1,300.0,16,16,True,,5,2,1,2,0,120,1,9.0,2070da06d4a0
n2_chain_971dcf72,9,2,chain,8.0,4-6,1.0,0.55,lower_bound,ok,8.1,,,,,,,,,0.0,8.1,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_971dcf72,9,2,chain,8.0,4-6,1.0,0.55,sequential,ok,16.1,24.1,16.219,8.0,True,0.9172,0.393,0,,0.007,8.1,1.9877,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_971dcf72,9,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,9.9,19.0,17.037,2.52,True,0.922,0.321,0,2,2.03,8.1,1.2222,fb5c257,0,300.0,16,16,True,,3,2,0,1,0,108,0,8.2421,2070da06d4a0
n2_chain_a0835bea,8,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,10.0,15.3,13.393,2.697,True,0.9209,0.322,0,1,2.303,7.5,1.3333,fb5c257,2,300.0,16,16,True,,5,2,1,2,0,67,1,11.7043,2070da06d4a0
n2_chain_17c11878,7,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,16.2,31.7,20.235,11.773,True,0.9215,0.3216,0,3,3.06,13.6,1.1912,fb5c257,2,300.0,16,16,True,,4,2,1,1,0,120,1,9.0,2070da06d4a0
n2_chain_971dcf72,9,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,10.3,19.4,16.846,3.082,True,0.9282,0.321,0,3,1.998,8.1,1.2716,fb5c257,2,300.0,16,16,True,,4,2,0,2,0,98,0,8.2692,2070da06d4a0
n2_chain_d9c88caf,1,2,chain,8.0,6-8,0.0,0.55,lower_bound,ok,7.4,,,,,,,,,0.0,7.4,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_d9c88caf,1,2,chain,8.0,6-8,0.0,0.55,sequential,ok,10.8,17.5,9.359,6.7,True,2.6663,0.4744,0,,0.005,7.4,1.4595,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_d9c88caf,1,2,chain,8.0,6-8,0.0,0.55,wm_planner,ok,8.8,16.5,9.772,5.649,True,2.6453,0.431,0,1,1.646,7.4,1.1892,fb5c257,0,300.0,16,16,True,,4,2,1,1,0,52,1,10.9101,2070da06d4a0
n2_chain_d9c88caf,1,2,chain,8.0,6-8,0.0,0.55,wm_planner,ok,8.8,16.5,9.745,5.672,True,2.6663,0.431,0,0,1.752,7.4,1.1892,fb5c257,1,300.0,16,16,True,,4,2,1,1,0,62,1,12.0,2070da06d4a0
n2_chain_971dcf72,9,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,10.0,18.4,16.733,2.203,True,0.9211,0.3216,0,2,2.85,8.1,1.2346,fb5c257,1,300.0,16,16,True,,4,2,0,2,0,107,0,8.0048,2070da06d4a0
n2_chain_ff7df9a1,5,2,chain,8.0,4-6,1.0,0.55,wm_planner,ok,20.2,36.8,25.227,14.308,True,0.9216,0.3223,0,1,5.366,12.5,1.616,fb5c257,2,300.0,16,16,False,,5,2,2,1,0,135,2,12.0,2070da06d4a0
n2_chain_d9c88caf,1,2,chain,8.0,6-8,0.0,0.55,wm_planner,ok,8.8,16.5,9.772,5.649,True,2.6453,0.431,0,1,2.09,7.4,1.1892,fb5c257,2,300.0,16,16,True,,4,2,1,1,0,52,1,10.9101,2070da06d4a0
n2_chain_beb6ff2d,3,2,chain,8.0,6-8,0.0,0.55,lower_bound,ok,11.0,,,,,,,,,0.0,11.0,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_beb6ff2d,3,2,chain,8.0,6-8,0.0,0.55,sequential,ok,17.9,24.8,18.462,6.9,True,3.0808,0.3991,0,,0.007,11.0,1.6273,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_beb6ff2d,3,2,chain,8.0,6-8,0.0,0.55,wm_planner,ok,12.9,21.2,19.633,2.529,True,3.9899,0.3205,0,1,2.159,11.0,1.1727,fb5c257,0,300.0,16,16,False,,2,1,0,1,0,132,0,4.3487,2070da06d4a0
n2_chain_6e33da4f,0,2,chain,8.0,6-8,0.0,0.55,lower_bound,ok,13.7,,,,,,,,,0.0,13.7,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_6e33da4f,0,2,chain,8.0,6-8,0.0,0.55,sequential,ok,23.9,37.6,25.92,13.7,True,4.0179,0.3605,0,,0.015,13.7,1.7445,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_6e33da4f,0,2,chain,8.0,6-8,0.0,0.55,wm_planner,ok,15.8,30.0,27.749,4.989,True,1.1219,0.3209,0,4,3.329,13.7,1.1533,fb5c257,0,300.0,16,16,True,,5,2,2,1,0,186,2,12.0,2070da06d4a0
n2_chain_beb6ff2d,3,2,chain,8.0,6-8,0.0,0.55,wm_planner,ok,12.2,20.1,19.264,1.741,True,3.9899,0.3205,0,1,2.395,11.0,1.1091,fb5c257,2,300.0,16,16,True,,6,2,0,4,0,131,0,8.8735,2070da06d4a0
n2_chain_609c4670,2,2,chain,8.0,6-8,0.0,0.55,wm_planner,ok,12.4,24.6,23.244,3.012,True,1.1621,0.3201,0,4,2.858,10.9,1.1376,fb5c257,2,300.0,16,16,True,,5,2,2,1,0,147,2,12.0,2070da06d4a0
n2_chain_609c4670,2,2,chain,8.0,6-8,0.0,0.55,wm_planner,ok,12.3,23.8,22.88,2.487,True,1.076,0.3201,0,3,3.072,10.9,1.1284,fb5c257,1,300.0,16,16,True,,5,2,1,2,0,151,1,9.3175,2070da06d4a0
n2_chain_beb6ff2d,3,2,chain,8.0,6-8,0.0,0.55,wm_planner,ok,12.9,21.7,19.902,2.808,True,3.8095,0.3205,0,1,2.964,11.0,1.1727,fb5c257,1,300.0,16,16,False,,4,2,0,2,0,131,0,4.4871,2070da06d4a0
n2_chain_609c4670,2,2,chain,8.0,6-8,0.0,0.55,lower_bound,ok,10.9,,,,,,,,,0.0,10.9,1.0,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_609c4670,2,2,chain,8.0,6-8,0.0,0.55,sequential,ok,20.9,30.9,21.931,10.0,True,1.5755,0.3463,0,,0.02,10.9,1.9174,fb5c257,0,300.0,,,,,,,,,,,,,2070da06d4a0
n2_chain_609c4670,2,2,chain,8.0,6-8,0.0,0.55,wm_planner,ok,12.3,24.1,23.173,2.519,True,1.1704,0.3204,0,2,3.584,10.9,1.1284,fb5c257,0,300.0,16,16,True,,3,2,1,0,0,149,1,12.0,2070da06d4a0
